ProbEdge,Iteration,meanRed,meanMI,meanHamming,meanMaxStep,meanCMI,proportion_negative,meanSyn,meanNonSyn
0.01,1076,0.20442005764221766,0.4966761783831019,0.5327551020408163,18.0,0.29225612074088425,1.2244897959183674,0.07308902144084518,0.20786025283746223
0.01,1077,0.1604486159974958,0.4371386434603805,0.5025211717339997,40.0,0.2766900274628846,3.5568513119533525,0.08883174108248515,0.16964214790915166
0.01,1078,0.2805569536434473,0.54571779326199,0.5104489795918368,25.0,0.26516083961854264,2.6829931972789116,0.052669758782051886,0.28974388850676075
0.01,1079,0.2692057970270811,0.4637689008930155,0.4851789027299231,59.0,0.19456310386593434,3.5139146567717994,0.04256656745310956,0.28056019571810675
0.01,1080,0.26092784410132863,0.5082768825714703,0.5060308204914619,55.0,0.24734903847014156,3.206997084548105,0.0300915771973916,0.2705700538431537
0.01,1081,0.3164810510758737,0.5525717722119227,0.48880201431221837,71.0,0.23609072113604887,4.871985157699443,0.03149499036436481,0.334302658222226
0.01,1082,0.34282328433822334,0.617724460575703,0.482266101245693,73.0,0.2749011762374795,2.1929499072356218,0.040353924591681266,0.35141457120333863
0.01,1083,0.20511296800921874,0.46076520166320056,0.5129918089684853,51.0,0.2556522336539817,3.133138969873664,0.07533305562487028,0.21418393775315211
0.01,1084,0.2745742632594647,0.5114379865750399,0.5056862881206904,41.0,0.23686372331557518,1.5670553935860059,0.04531992650290895,0.2796669882353188
0.01,1085,0.2395752406596,0.4502717425377076,0.49044009440510894,69.0,0.21069650187810746,2.001943634596696,0.06002794263734268,0.24569565475709806
0.01,1086,0.22057639171532956,0.4719039400052249,0.5251103706788838,21.0,0.2513275482898953,2.7463556851311957,0.06974973463432231,0.22877494111941174
0.01,1087,0.2741338259224273,0.5432599860116584,0.5187366375121477,14.0,0.269126160089231,1.0544217687074828,0.05045562774343411,0.27759284038225596
0.01,1088,0.18768321810685523,0.47187797939318843,0.5199781341107871,38.0,0.28419476128633314,4.025510204081632,0.0779182492360674,0.19882348485150284
0.01,1089,0.23421894636660992,0.4820296434867319,0.5261403902220229,18.0,0.24781069712012188,1.1428571428571428,0.042238016006395755,0.2374149806136967
0.01,1090,0.2618567157846289,0.5090740373410562,0.5295354713313897,20.0,0.24721732155642723,2.5795918367346937,0.043070523291927724,0.26993087428539914
0.01,1091,0.1651452267303254,0.43260275197630593,0.5149698736637511,43.0,0.2674575252459805,2.5414965986394558,0.09602341688757894,0.17195591226581572
0.01,1092,0.25941620546384303,0.5224673885949708,0.49157280957495775,31.0,0.2630511831311277,1.7056928034371643,0.04906010908804054,0.26476916887310514
0.01,1093,0.21426778720626413,0.5410942984293442,0.5423323615160349,13.0,0.32682651122308004,0.3510204081632653,0.04223274805167653,0.21517132804480685
0.01,1094,0.22511234082816434,0.5023324656593273,0.5222448979591837,26.0,0.2772201248311629,1.2857142857142856,0.04499690583883058,0.22863040626955788
0.01,1095,0.21277136392260843,0.5013862729745208,0.5431311413454271,13.0,0.28861490905191234,0.9070294784580499,0.02539096454625266,0.2149513394692341
0.01,1096,0.24041440594147534,0.4878910879888107,0.5086255726780508,24.0,0.24747668204733533,2.752186588921283,0.040126190120757715,0.24835391675460483
0.01,1097,0.5322956044392172,0.7712124360554719,0.5607880058265534,60.0,0.23891683161625454,0.0,,0.532295604439217
0.01,1097,0.19318621450765286,0.45432819033584443,0.511716508436903,60.0,0.26114197582819154,8.410026948695785,0.07726356783656967,0.218019609277949
0.01,1098,0.2646426191487466,0.48418929913157316,0.5004356028125535,32.0,0.21954667998282654,2.6650660264105643,0.0515315570950057,0.2732995835204921
0.01,1099,0.24755743283878534,0.533979760904781,0.5146893922404125,22.0,0.2864223280659957,2.2543171114599683,0.0439647926408733,0.25428083505818644
0.01,1100,0.26451015484368473,0.5357678595273632,0.5094954025566271,26.0,0.27125770468367844,1.1616954474097332,0.06337339556249229,0.26836393227857314
0.0,101,0.23856726645656992,0.45441558271183263,0.4959448714550755,62.0,0.21584831625526266,4.363636363636364,0.05916436950531258,0.2521519798844885
0.0,102,0.26833294755078935,0.46917861270863437,0.49895785381821894,56.0,0.20084566515784497,2.6450053705692804,0.07254444833423043,0.2775941317997686
0.0,103,0.24310903343741982,0.5179815625634775,0.48645905115292865,57.0,0.27487252912605764,0.9424860853432282,0.0681130292486746,0.2460701663383139
0.0,104,0.2978683917107712,0.5544347849946807,0.4907908163265306,42.0,0.25656639328390946,6.051020408163265,0.031551329019445136,0.3190854976511446
0.0,105,0.28215081348255566,0.5168800493616064,0.5060495626822157,55.0,0.23472923587905067,0.836734693877551,0.036705545203510916,0.2848413075566715
0.0,106,0.2102843140850146,0.4935869088155777,0.5147113702623907,21.0,0.283302594730563,0.7836734693877551,0.07425182037016743,0.21253176092619422
0.0,107,0.24839488562277312,0.5432562444382425,0.5270853106190756,17.0,0.2948613588154693,2.211756790850223,0.04964313083744561,0.2551358555513109
0.0,108,0.20028723517335859,0.5482988382096418,0.5383620461171481,19.0,0.3480116030362831,1.2838589981447124,0.08207398772603404,0.20395950186720876
0.0,109,0.24691913596337928,0.5142678158261352,0.5224562682215743,41.0,0.2673486798627559,2.857142857142857,0.0686041786987102,0.2561992334534407
0.0,110,0.253844557222507,0.514992759973471,0.5171078717201166,39.0,0.26114820275096395,2.274829931972789,0.05115979303707349,0.2609443967507413
0.0,111,0.26737088577625245,0.5354087684542534,0.5058521070765968,45.0,0.268037882678001,6.801484230055658,0.03430340491572732,0.28938661117492265
0.0,112,0.26362603934425716,0.476488191111423,0.5122849854227405,49.0,0.21286215176716575,4.311224489795919,0.033593368390865526,0.2770171563549838
0.0,113,0.2555412593538941,0.5261664419974305,0.5326093294460641,15.0,0.2706251826435363,0.12244897959183673,0.03500342371897176,0.2558974645231702
0.0,114,0.239611679814055,0.5015447826302711,0.5250812647754137,28.0,0.26193310281621607,2.8738179669030735,0.026060474108210753,0.24747252014840976
0.0,115,0.2384845218920269,0.5195671751888238,0.5000427599611272,26.0,0.2810826532967968,2.117006802721088,0.06534588430233255,0.24505574551093082
0.0,116,0.25550463270500445,0.4969078834299792,0.51988824101069,20.0,0.2414032507249747,3.510204081632653,0.04357056253551178,0.2663846947992026
0.0,117,0.2534563672316327,0.4898848545746887,0.48832284793616687,47.0,0.23642848734305602,1.1643394199785178,0.06431081523661268,0.2571998425597884
0.0,118,0.2622088187367002,0.5037427625150425,0.5216851311953352,15.0,0.24153394377834222,3.314285714285714,0.02881651349266409,0.27218486440413703
0.0,119,0.19900502914572674,0.46913274478880257,0.5204623073719283,23.0,0.27012771564307575,1.8309037900874636,0.07426736423364785,0.20410169887256946
0.0,120,0.34911843005882676,0.5985636050556608,0.5347580174927113,16.0,0.24944517499683388,0.8816326530612244,0.037094755886414164,0.3525536980609752
0.0,121,0.18104536298885032,0.45955182987443144,0.5084139941690962,16.0,0.278506466885581,3.23265306122449,0.0732183546647734,0.18953940990894774
0.0,122,0.30561538838516117,0.5682408064747687,0.5097684788200995,46.0,0.2626254180896075,3.346938775510204,0.043129352243576176,0.31769185322112253
0.0,123,0.49025029758599864,0.675525438281928,0.41306725940753064,967.0,0.1852751406959294,0.0,,0.49025029758599864
0.0,123,0.3627274965488852,0.528582084167126,0.3634560404246359,967.0,0.16585458761824076,0.05762283637330733,0.013026291126867845,0.3629441413760182
0.0,124,0.23973726072421486,0.44997555010493784,0.5006565616168079,58.0,0.21023828938072295,4.04535274356103,0.04549070154695516,0.2517621886740861
0.0,125,0.18843541666577182,0.5155452210912804,0.5358178053830227,11.0,0.3271098044255086,1.5029522275899088,0.059373535013262216,0.19221669767231836
0.0,126,0.3263467989191112,0.5539056202766195,0.506456958723339,39.0,0.22755882135750816,1.890440386680988,0.04677864161274917,0.33353642860310595
0.0,127,0.31406874318183814,0.5724674034056176,0.4530672049039396,195.0,0.25839866022377944,1.0800627943485086,0.02572258451937028,0.31777877354841005
0.0,128,0.2552613411134104,0.46952473632686903,0.4973109243697479,39.0,0.21426339521345855,2.0408163265306123,0.04815072210173629,0.26158242576372603
0.0,129,0.3105376305194327,0.5455739000451759,0.5310383494056963,28.0,0.23503626952574322,1.620094191522763,0.032948345299061106,0.31619406645235987
0.0,130,0.28076050578537437,0.528875562597621,0.519054097829608,49.0,0.24811505681224658,2.825396825396825,0.04099730369123326,0.2901157638851516
0.0,131,0.2131354132120813,0.49176425566077814,0.5039686588921283,40.0,0.2786288424486968,3.4948979591836737,0.06275204663445783,0.22312657948196654
0.0,132,0.28390826074348774,0.5319332345394995,0.49654421768707485,35.0,0.24802497379601177,2.601360544217687,0.04212202351360129,0.29261600371017976
0.0,133,0.25071908005477134,0.5256683020732424,0.529021241149521,21.0,0.27494922201847094,1.0612244897959184,0.0796515935171979,0.2542626598868139
0.0,134,0.21728927078479413,0.48954058196064637,0.5035911507460127,43.0,0.27225131117585216,1.2917166866746699,0.06845704667608621,0.22102860525633417
0.0,135,0.31392587285885976,0.5358463970300108,0.5117117867555185,20.0,0.221920524171151,2.1457725947521866,0.032727814343257174,0.32152738381645596
0.0,136,0.17342410705346825,0.49921129826894095,0.5129786200194363,18.0,0.32578719121547267,4.517006802721089,0.07075686852162386,0.1849755581636037
0.0,137,0.21577540389882868,0.4798364114159253,0.5259475218658892,29.0,0.26406100751709655,4.518950437317784,0.06293387623235991,0.22896622479053377
0.0,138,0.2054204319723624,0.47976925644457386,0.5276307094266277,20.0,0.2743488244722114,1.616326530612245,0.07720508712119901,0.2100636325017787
0.0,139,0.24310398344755252,0.5528123707716298,0.530137442732195,8.0,0.30970838732407724,2.029154518950437,0.04112805667697925,0.2489909463069345
0.0,140,0.27192514582776456,0.5465977746618697,0.5348646397334443,25.0,0.2746726288341051,1.0145772594752185,0.0635329341078587,0.2753635121042018
0.0,141,0.25280904480584665,0.5051252456312985,0.48235395745599824,81.0,0.2523162008254517,5.396825396825397,0.0663327301692631,0.2710151192171784
0.0,142,0.26482393534079207,0.5084742288630447,0.5250578954986249,26.0,0.2436502935222525,6.4209726443769,0.03734226328720434,0.28555722302578257
0.0,143,0.2867472784046055,0.5317090214107812,0.501399416909621,39.0,0.24496174300617565,5.92076830732293,0.03980698403686909,0.30729859555396943
0.0,144,0.2552730145027678,0.5175060526040383,0.5185860058309038,40.0,0.2622330381012705,1.1142857142857143,0.08444805398083617,0.2591011340262756
0.0,145,0.32681298160066746,0.6082934597549252,0.5304267161410019,17.0,0.2814804781542577,0.2374768089053803,0.07623770539060407,0.32777241193494705
0.0,146,0.252740234292083,0.482812814598282,0.5219197129401211,29.0,0.23007258030619895,1.4191522762951334,0.027216603866800373,0.25677044293109874
0.0,147,0.686440995306822,0.818970248041335,0.5593205574912892,35.0,0.13252925273451296,0.0,,0.6864409953068218
0.0,147,0.2904362560683589,0.5611634245436952,0.5140073178491886,35.0,0.27072716847533623,3.7583518930957682,0.026205322156285727,0.302801489814476
0.0,148,0.220285279527969,0.5018439902668514,0.5267784256559767,27.0,0.28155871073888233,2.137755102040816,0.08092338690098919,0.22686504237837996
0.0,149,0.3209174774814463,0.5843047400258398,0.5081341107871721,35.0,0.26338726254439343,0.34467120181405897,0.047026201225047526,0.3221900596049419
0.0,150,0.23390501924887636,0.4424324789874117,0.48973008558262016,124.0,0.2085274597385353,1.5352205398288348,0.04234546895757511,0.2382121981808501
0.0,151,0.2993981307113242,0.5328732103668112,0.5088668610301262,31.0,0.233475079655487,0.9741496598639456,0.043358532788187285,0.302769940052191
0.0,152,0.2819082459127076,0.501042816917808,0.49913616240146846,42.0,0.21913457100510036,3.5619803476946337,0.03552454919755593,0.29363276474846434
0.0,153,0.20515651853651468,0.4696205831220148,0.5216243231986673,26.0,0.2644640645855001,2.5247813411078717,0.0645808498553296,0.21214319560259523
0.0,154,0.20301423314738323,0.4691198095028306,0.46647521865889213,39.0,0.2661055763554473,2.951020408163265,0.06906342517849663,0.21128744452685122
0.0,155,0.19536323306548786,0.4991967746092536,0.5269698736637511,33.0,0.3038335415437657,3.695238095238095,0.057369085921861726,0.20506063612789804
0.0,156,0.177401164764149,0.4773624018625975,0.5110657596371883,41.0,0.2999612370984484,4.480725623582766,0.07459003469898519,0.1892218515493345
0.0,157,0.30211422082058015,0.5342225745210802,0.5116409829237818,30.0,0.23210835370049998,3.271137026239067,0.05922728528527727,0.3143339197129418
0.0,158,0.22387188225351692,0.513803589866262,0.5334791059280855,17.0,0.289931707612745,1.8639455782312926,0.053099440817758824,0.22913253264319733
0.0,159,0.15563742409378556,0.4369129594815719,0.49846163389367903,258.0,0.28127553538778627,12.277898393399914,0.07169833027106981,0.18745614756436654
0.0,160,0.2918199305869462,0.544821051762276,0.5199282350302759,17.0,0.25300112117532975,1.9843014128728416,0.04777211039158015,0.2986948799718661
0.0,161,0.2697743546162338,0.5033618313673698,0.5215160349854228,19.0,0.23358747675113595,3.5346938775510206,0.04675895858278819,0.28137280808286463
0.0,162,0.22570148083281336,0.4949497182898911,0.5268027210884354,28.0,0.2692482374570777,1.9115646258503403,0.05793854953509476,0.23122910747359166
0.0,163,0.2224277255767293,0.4678415206559732,0.4987949465500486,20.0,0.24541379507924382,5.093877551020408,0.06444575117681113,0.23782502899099123
0.0,164,0.23033232010370724,0.4813121461783031,0.5052171244437624,39.0,0.2509798260745958,4.83780880773362,0.03893933286892339,0.2440214203451259
0.0,165,0.2714313311386052,0.5386911871363531,0.5085641399416909,29.0,0.26725985599774793,1.3520408163265307,0.04112140070763619,0.2757150898114396
0.0,166,0.24423472320326375,0.5407574549042049,0.5165434289657892,10.0,0.2965227317009412,1.5458937198067633,0.04766247757605717,0.24881799622825798
0.0,167,0.2160176597835725,0.45694437203790333,0.5095677525668653,60.0,0.2409267122543308,1.9236912156166814,0.06463545753916349,0.2215224543983057
0.0,168,0.29798494602960884,0.5702906261764671,0.5365642520744561,22.0,0.2723056801468582,1.0737833594976451,0.04265490785306132,0.3016823825545509
0.0,169,0.25764846155353577,0.548638361628569,0.537293488824101,18.0,0.2909899000750332,1.6190476190476188,0.0419187863007181,0.262578416261689
0.0,170,0.21853617601624725,0.48320242116906487,0.508627892247362,38.0,0.2646662451528176,3.2874257145552304,0.07914036343335315,0.22865471042231267
0.0,170,0.062400275351971145,0.3119266139656804,0.469760781671159,38.0,0.24952633861370918,7.783018867924528,0.028043202639976905,0.07003361236919439
0.0,171,0.2637750576688709,0.48884347207853623,0.48904518950437315,21.0,0.2250684144096653,3.0051020408163263,0.06220516977821171,0.27387459761765476
0.0,172,0.3028689361090688,0.5848509631826608,0.5053177842565597,31.0,0.28198202707359193,2.2585034013605445,0.05894613419233194,0.31122936228808223
0.0,173,0.30921347433185986,0.5345174226740097,0.4632808551992225,104.0,0.22530394834214976,0.8761904761904762,0.028216907514684905,0.3121961410430322
0.0,174,0.25265801024045076,0.5882099164627539,0.501505745155205,27.0,0.33555190622230313,2.0024009603841537,0.04971897030518877,0.258836528512086
0.0,175,0.2542936820288907,0.5039534460898701,0.5066994015651373,37.0,0.24965976406097942,3.561761546723953,0.04010607036729878,0.2651667727682848
0.0,176,0.23143956837666751,0.4873086650948498,0.5152460984393757,42.0,0.2558690967181823,3.8175270108043216,0.05688465155375133,0.24288329053566313
0.0,177,0.2922235764970489,0.5486558537313477,0.511111674483458,62.0,0.25643227723429884,4.138420585625554,0.04344842795224809,0.3067148037615859
0.0,178,0.20858717162896737,0.4862672499590854,0.4901409135082604,93.0,0.277680078330118,4.357142857142858,0.0675120010121369,0.22116525193599298
0.0,179,0.26427842951015157,0.4928044414817188,0.5051265306122449,75.0,0.2285260119715672,4.584489795918367,0.03260069040319411,0.2785427696887333
0.0,180,0.19459290596667816,0.42942125207236437,0.5008548632218844,120.0,0.2348283461056862,2.7957193515704155,0.08300686847656503,0.20257703028944887
0.0,181,0.25548653416762795,0.49990878762711927,0.5026332361516035,57.0,0.2444222534594913,2.49469387755102,0.05036713713796238,0.263311865029872
0.0,182,0.2385702458291356,0.47858412085434804,0.5100097181729835,35.0,0.24001387502521232,3.709750566893424,0.03257295002354445,0.24901651251185472
0.0,183,0.23719844184715616,0.5310784088471241,0.5163182007496876,23.0,0.2938799669999679,3.498542274052478,0.0674942589797219,0.24824470290432393
0.0,184,0.2687449755958118,0.5113874095510473,0.5130077745383868,23.0,0.24264243395523546,1.1156462585034013,0.051801471748211717,0.27236148752236794
